/content/IMG/center_2021_09_19_18_27_25_587.jpg,/content/IMG/left_2021_09_19_18_27_25_587.jpg,/content/IMG/right_2021_09_19_18_27_25_587.jpg,0,0,0,2.48E-05
/content/IMG/center_2021_09_19_18_27_25_657.jpg,/content/IMG/left_2021_09_19_18_27_25_657.jpg,/content/IMG/right_2021_09_19_18_27_25_657.jpg,0,0,0,2.81E-06
/content/IMG/center_2021_09_19_18_27_25_737.jpg,/content/IMG/left_2021_09_19_18_27_25_737.jpg,/content/IMG/right_2021_09_19_18_27_25_737.jpg,0,0,0,9.51E-06
/content/IMG/center_2021_09_19_18_27_25_810.jpg,/content/IMG/left_2021_09_19_18_27_25_810.jpg,/content/IMG/right_2021_09_19_18_27_25_810.jpg,0,0,0,1.14E-05
/content/IMG/center_2021_09_19_18_27_25_882.jpg,/content/IMG/left_2021_09_19_18_27_25_882.jpg,/content/IMG/right_2021_09_19_18_27_25_882.jpg,0,0,0,8.12E-06
/content/IMG/center_2021_09_19_18_27_25_953.jpg,/content/IMG/left_2021_09_19_18_27_25_953.jpg,/content/IMG/right_2021_09_19_18_27_25_953.jpg,0,0,0,5.95E-06
/content/IMG/center_2021_09_19_18_27_26_027.jpg,/content/IMG/left_2021_09_19_18_27_26_027.jpg,/content/IMG/right_2021_09_19_18_27_26_027.jpg,0,0,0,9.71E-06
/content/IMG/center_2021_09_19_18_27_26_099.jpg,/content/IMG/left_2021_09_19_18_27_26_099.jpg,/content/IMG/right_2021_09_19_18_27_26_099.jpg,0,0,0,4.83E-06
/content/IMG/center_2021_09_19_18_27_26_172.jpg,/content/IMG/left_2021_09_19_18_27_26_172.jpg,/content/IMG/right_2021_09_19_18_27_26_172.jpg,0,0.2420307,0,0.1331778
/content/IMG/center_2021_09_19_18_27_26_244.jpg,/content/IMG/left_2021_09_19_18_27_26_244.jpg,/content/IMG/right_2021_09_19_18_27_26_244.jpg,0,0.4157466,0,0.3938866
/content/IMG/center_2021_09_19_18_27_26_316.jpg,/content/IMG/left_2021_09_19_18_27_26_316.jpg,/content/IMG/right_2021_09_19_18_27_26_316.jpg,0,0.6763077,0,0.9587861
/content/IMG/center_2021_09_19_18_27_26_389.jpg,/content/IMG/left_2021_09_19_18_27_26_389.jpg,/content/IMG/right_2021_09_19_18_27_26_389.jpg,0,0.8352804,0,1.445885
/content/IMG/center_2021_09_19_18_27_26_462.jpg,/content/IMG/left_2021_09_19_18_27_26_462.jpg,/content/IMG/right_2021_09_19_18_27_26_462.jpg,0,1,0,2.388744
/content/IMG/center_2021_09_19_18_27_26_534.jpg,/content/IMG/left_2021_09_19_18_27_26_534.jpg,/content/IMG/right_2021_09_19_18_27_26_534.jpg,0,1,0,3.3333
/content/IMG/center_2021_09_19_18_27_26_602.jpg,/content/IMG/left_2021_09_19_18_27_26_602.jpg,/content/IMG/right_2021_09_19_18_27_26_602.jpg,0,1,0,4.038256
/content/IMG/center_2021_09_19_18_27_26_671.jpg,/content/IMG/left_2021_09_19_18_27_26_671.jpg,/content/IMG/right_2021_09_19_18_27_26_671.jpg,0,1,0,4.971626
/content/IMG/center_2021_09_19_18_27_26_745.jpg,/content/IMG/left_2021_09_19_18_27_26_745.jpg,/content/IMG/right_2021_09_19_18_27_26_745.jpg,0,1,0,5.666757
/content/IMG/center_2021_09_19_18_27_26_823.jpg,/content/IMG/left_2021_09_19_18_27_26_823.jpg,/content/IMG/right_2021_09_19_18_27_26_823.jpg,0,1,0,6.587336
/content/IMG/center_2021_09_19_18_27_26_889.jpg,/content/IMG/left_2021_09_19_18_27_26_889.jpg,/content/IMG/right_2021_09_19_18_27_26_889.jpg,0,1,0,7.500756
/content/IMG/center_2021_09_19_18_27_26_963.jpg,/content/IMG/left_2021_09_19_18_27_26_963.jpg,/content/IMG/right_2021_09_19_18_27_26_963.jpg,-0.1,1,0,8.179065
/content/IMG/center_2021_09_19_18_27_27_035.jpg,/content/IMG/left_2021_09_19_18_27_27_035.jpg,/content/IMG/right_2021_09_19_18_27_27_035.jpg,-0.3,1,0,9.05788
/content/IMG/center_2021_09_19_18_27_27_109.jpg,/content/IMG/left_2021_09_19_18_27_27_109.jpg,/content/IMG/right_2021_09_19_18_27_27_109.jpg,-0.45,1,0,9.694462
/content/IMG/center_2021_09_19_18_27_27_182.jpg,/content/IMG/left_2021_09_19_18_27_27_182.jpg,/content/IMG/right_2021_09_19_18_27_27_182.jpg,-0.6500001,1,0,10.51042
/content/IMG/center_2021_09_19_18_27_27_255.jpg,/content/IMG/left_2021_09_19_18_27_27_255.jpg,/content/IMG/right_2021_09_19_18_27_27_255.jpg,0,1,0,11.30497
/content/IMG/center_2021_09_19_18_27_27_324.jpg,/content/IMG/left_2021_09_19_18_27_27_324.jpg,/content/IMG/right_2021_09_19_18_27_27_324.jpg,0,1,0,12.06763
/content/IMG/center_2021_09_19_18_27_27_392.jpg,/content/IMG/left_2021_09_19_18_27_27_392.jpg,/content/IMG/right_2021_09_19_18_27_27_392.jpg,0,1,0,12.91828
/content/IMG/center_2021_09_19_18_27_27_464.jpg,/content/IMG/left_2021_09_19_18_27_27_464.jpg,/content/IMG/right_2021_09_19_18_27_27_464.jpg,0,1,0,13.44018
/content/IMG/center_2021_09_19_18_27_27_532.jpg,/content/IMG/left_2021_09_19_18_27_27_532.jpg,/content/IMG/right_2021_09_19_18_27_27_532.jpg,-0.15,1,0,14.32383
/content/IMG/center_2021_09_19_18_27_27_602.jpg,/content/IMG/left_2021_09_19_18_27_27_602.jpg,/content/IMG/right_2021_09_19_18_27_27_602.jpg,-0.3,1,0,14.88875
/content/IMG/center_2021_09_19_18_27_27_676.jpg,/content/IMG/left_2021_09_19_18_27_27_676.jpg,/content/IMG/right_2021_09_19_18_27_27_676.jpg,-0.5000001,1,0,15.67682
/content/IMG/center_2021_09_19_18_27_27_749.jpg,/content/IMG/left_2021_09_19_18_27_27_749.jpg,/content/IMG/right_2021_09_19_18_27_27_749.jpg,-0.6500001,1,0,16.2836
/content/IMG/center_2021_09_19_18_27_27_818.jpg,/content/IMG/left_2021_09_19_18_27_27_818.jpg,/content/IMG/right_2021_09_19_18_27_27_818.jpg,0,1,0,17.06802
/content/IMG/center_2021_09_19_18_27_27_886.jpg,/content/IMG/left_2021_09_19_18_27_27_886.jpg,/content/IMG/right_2021_09_19_18_27_27_886.jpg,0,1,0,17.56534
/content/IMG/center_2021_09_19_18_27_27_957.jpg,/content/IMG/left_2021_09_19_18_27_27_957.jpg,/content/IMG/right_2021_09_19_18_27_27_957.jpg,0,1,0,18.3881
/content/IMG/center_2021_09_19_18_27_28_033.jpg,/content/IMG/left_2021_09_19_18_27_28_033.jpg,/content/IMG/right_2021_09_19_18_27_28_033.jpg,0,1,0,19.21552
/content/IMG/center_2021_09_19_18_27_28_103.jpg,/content/IMG/left_2021_09_19_18_27_28_103.jpg,/content/IMG/right_2021_09_19_18_27_28_103.jpg,-0.05,1,0,19.94999
/content/IMG/center_2021_09_19_18_27_28_177.jpg,/content/IMG/left_2021_09_19_18_27_28_177.jpg,/content/IMG/right_2021_09_19_18_27_28_177.jpg,-0.25,1,0,20.71999
/content/IMG/center_2021_09_19_18_27_28_248.jpg,/content/IMG/left_2021_09_19_18_27_28_248.jpg,/content/IMG/right_2021_09_19_18_27_28_248.jpg,-0.4,1,0,21.18394
/content/IMG/center_2021_09_19_18_27_28_318.jpg,/content/IMG/left_2021_09_19_18_27_28_318.jpg,/content/IMG/right_2021_09_19_18_27_28_318.jpg,-0.6000001,1,0,21.85469
/content/IMG/center_2021_09_19_18_27_28_392.jpg,/content/IMG/left_2021_09_19_18_27_28_392.jpg,/content/IMG/right_2021_09_19_18_27_28_392.jpg,-0.8000001,1,0,22.44644
/content/IMG/center_2021_09_19_18_27_28_465.jpg,/content/IMG/left_2021_09_19_18_27_28_465.jpg,/content/IMG/right_2021_09_19_18_27_28_465.jpg,0,1,0,22.92785
/content/IMG/center_2021_09_19_18_27_28_534.jpg,/content/IMG/left_2021_09_19_18_27_28_534.jpg,/content/IMG/right_2021_09_19_18_27_28_534.jpg,0,1,0,23.65037
/content/IMG/center_2021_09_19_18_27_28_606.jpg,/content/IMG/left_2021_09_19_18_27_28_606.jpg,/content/IMG/right_2021_09_19_18_27_28_606.jpg,0,1,0,24.22036
/content/IMG/center_2021_09_19_18_27_28_679.jpg,/content/IMG/left_2021_09_19_18_27_28_679.jpg,/content/IMG/right_2021_09_19_18_27_28_679.jpg,0,1,0,24.98976
/content/IMG/center_2021_09_19_18_27_28_751.jpg,/content/IMG/left_2021_09_19_18_27_28_751.jpg,/content/IMG/right_2021_09_19_18_27_28_751.jpg,0,1,0,25.75523
/content/IMG/center_2021_09_19_18_27_28_820.jpg,/content/IMG/left_2021_09_19_18_27_28_820.jpg,/content/IMG/right_2021_09_19_18_27_28_820.jpg,0,1,0,26.32628
